stage,source_file,date,start_time,end_time,instructor,person_id,location,course_key_or_family,source_id,status,source_note
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:00,19:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:00,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-22,18:00,22:00,Amy Arnold,instructor_4180671442,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,"['ACLS', 'BLS', 'Heartsaver', 'PALS', 'USCG']",7ocuqjieb677urrtttnnhrgbu1@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:15,19:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:15,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:30,19:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:30,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:45,19:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,18:45,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,19:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,20:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-22,20:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,7ocuqjieb677urrtttnnhrgbu1@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:00,09:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:00,08:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:00,08:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-23,08:00,10:00,Brian Ennis,instructor_24057895173,"Wilmington International Airport\, 1740 Airport Blvd\, Wilmington\, NC 28405\, USA","['BLS', 'HSI', 'Heartsaver', 'USCG']",6nrdhqtuo4tmialep0dcfpqd7h@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:15,09:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:15,09:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:15,09:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:30,09:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,08:30,09:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,6nrdhqtuo4tmialep0dcfpqd7h@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-23,17:00,18:00,Amy Arnold,instructor_4180671442,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,"['ACLS', 'BLS', 'Heartsaver', 'PALS', 'USCG']",2nnr8jg3pka88l9ge2om43aa49@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:00,19:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:00,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-23,18:00,22:00,Amy Arnold,instructor_4180671442,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,"['ACLS', 'BLS', 'Heartsaver', 'PALS', 'USCG']",26hucabntrqk2qhdnngaq2defb@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:15,19:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:15,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:30,19:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:30,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:45,19:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,18:45,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,19:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,20:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-23,20:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,26hucabntrqk2qhdnngaq2defb@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-26,17:00,18:00,Amy Arnold,instructor_4180671442,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,"['ACLS', 'BLS', 'Heartsaver', 'PALS', 'USCG']",50158s5pctungp0irmfpod7spk@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:00,19:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:00,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-06-26,18:00,22:00,Amy Arnold,instructor_4180671442,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,"['ACLS', 'BLS', 'Heartsaver', 'PALS', 'USCG']",5rqq5vfpia8up7mejs56nc4p9g@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:15,19:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:15,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:30,19:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:30,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:45,19:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,18:45,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:00,20:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:15,20:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:30,20:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,19:45,20:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,20:00,21:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-06-26,20:15,21:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,5rqq5vfpia8up7mejs56nc4p9g@google.com,present,
live_availability_snapshot_block,data/audit/live_availability_snapshot_preview.json,2026-07-04,12:00,17:00,Brian Ennis,instructor_24057895173,"CVS\, 4600 Oleander Dr\, Wilmington\, NC 28403\, USA","['BLS', 'HSI', 'Heartsaver', 'USCG']",37d9u0mq0lh09sngouh6alou82@google.com,available,active_generation_source
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:30,15:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:30,15:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:30,15:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:45,15:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:45,15:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,14:45,15:30,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:00,16:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:00,15:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:00,15:45,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:15,16:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,BLS,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:15,16:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:15,16:00,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:30,16:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
dynamic_offer,data/audit/dynamic_offers_preview.json,2026-07-04,15:30,16:15,,,NC - Wilmington: 4018 Shipyard Blvd @ 910CPR's Office,HSI,37d9u0mq0lh09sngouh6alou82@google.com,present,
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-03,09:00,12:00,brian,,shipyard,aha_bls_renewal,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-03,13:00,16:00,brian,,shipyard,aha_bls_initial,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-04,09:00,12:00,brian,,shipyard,aha_bls_renewal,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-04,13:00,16:00,brian,,shipyard,aha_bls_initial,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-05,09:00,12:00,brian,,shipyard,aha_bls_renewal,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-05,13:00,16:00,brian,,shipyard,aha_bls_initial,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-06,09:00,12:00,brian,,shipyard,aha_bls_heartcode_skills,,present,report_only_base_horizon
seed_sim_selected_seed_proposal,debug/seed_simulation_report.json,2026-08-07,09:00,12:00,brian,,shipyard,aha_bls_heartcode_skills,,present,report_only_base_horizon
